time_us,time_dif_us,data_type,value_1,value_2,value_3,value_4
379448443.0,7016.0,1.0,0.58,0.54,-0.23,-0.57
379451427.0,2984.0,0.0,0.81,-1.8,0.17,0
379463443.0,12016.0,1.0,0.58,0.54,-0.22,-0.57
379467427.0,3984.0,0.0,-0.71,-2.25,0.39,0
379470443.0,3016.0,1.0,0.59,0.54,-0.2,-0.57
379473427.0,2984.0,0.0,-1.83,-2.21,0.15,0
379478443.0,5016.0,1.0,0.59,0.53,-0.19,-0.57
379481427.0,2984.0,0.0,-1.73,-2.29,-0.02,0
379488443.0,7016.0,1.0,0.6,0.53,-0.18,-0.58
379491427.0,2984.0,0.0,-4.91,-1.66,-0.69,0
379498443.0,7016.0,1.0,0.6,0.53,-0.18,-0.57
379501427.0,2984.0,0.0,-5.88,-3.32,-0.79,0
379509443.0,8016.0,1.0,0.61,0.52,-0.17,-0.57
379512427.0,2984.0,0.0,-5.5,-5.79,-0.23,0
379518443.0,6016.0,1.0,0.61,0.52,-0.17,-0.57
379521427.0,2984.0,0.0,-5.36,-4.8,-0.37,0
379528443.0,7016.0,1.0,0.62,0.52,-0.16,-0.57
379531427.0,2984.0,0.0,-5.89,-3.55,-1.11,0
379538443.0,7016.0,1.0,0.62,0.52,-0.15,-0.56
379541427.0,2984.0,0.0,-6.87,-2.91,-1.5,0
379549443.0,8016.0,1.0,0.63,0.52,-0.15,-0.56
379552427.0,2984.0,0.0,-8.79,-3.11,-2.1,0
379564443.0,12016.0,1.0,0.64,0.51,-0.14,-0.56
379569427.0,4984.0,0.0,-14.0,-3.68,-2.12,0
379572443.0,3016.0,1.0,0.64,0.51,-0.14,-0.55
379575427.0,2984.0,0.0,-13.97,-3.65,-2.2,0
379579443.0,4016.0,1.0,0.65,0.51,-0.13,-0.55
379582427.0,2984.0,0.0,-14.59,-4.11,-1.84,0
379589443.0,7016.0,1.0,0.66,0.51,-0.13,-0.54
379592427.0,2984.0,0.0,-15.18,-4.38,-1.64,0
379598443.0,6016.0,1.0,0.66,0.51,-0.13,-0.54
379601427.0,2984.0,0.0,-17.71,-5.1,-2.0,0
379608443.0,7016.0,1.0,0.67,0.51,-0.13,-0.53
379611427.0,2984.0,0.0,-19.39,-5.25,-2.66,0
379618443.0,7016.0,1.0,0.67,0.51,-0.13,-0.52
379621427.0,2984.0,0.0,-21.14,-6.14,-3.41,0
379629443.0,8016.0,1.0,0.68,0.51,-0.13,-0.52
379632427.0,2984.0,0.0,-23.03,-7.02,-4.15,0
379638443.0,6016.0,1.0,0.68,0.51,-0.14,-0.51
379641427.0,2984.0,0.0,-25.54,-7.0,-7.88,0
379648443.0,7016.0,1.0,0.68,0.51,-0.14,-0.5
379651427.0,2984.0,0.0,-26.34,-6.36,-10.5,0
379658443.0,7016.0,1.0,0.68,0.52,-0.15,-0.49
379661427.0,2984.0,0.0,-26.59,-6.56,-12.91,0
379669443.0,8016.0,1.0,0.68,0.52,-0.16,-0.48
379672427.0,2984.0,0.0,-26.29,-7.64,-15.36,0
379684443.0,12016.0,1.0,0.68,0.53,-0.17,-0.47
379689427.0,4984.0,0.0,-19.23,-13.05,-25.11,0
379692443.0,3016.0,1.0,0.68,0.54,-0.18,-0.46
379695427.0,2984.0,0.0,-14.77,-14.02,-28.91,0
379699443.0,4016.0,1.0,0.68,0.55,-0.2,-0.45
379702427.0,2984.0,0.0,-14.93,-13.83,-28.56,0
379709443.0,7016.0,1.0,0.67,0.56,-0.21,-0.44
379712427.0,2984.0,0.0,-3.83,-12.22,-36.22,0
379718443.0,6016.0,1.0,0.66,0.57,-0.22,-0.43
379721427.0,2984.0,0.0,1.37,-10.37,-38.44,0
379729443.0,8016.0,1.0,0.65,0.59,-0.23,-0.41
379732427.0,2984.0,0.0,7.4,-9.29,-38.69,0
379741443.0,9016.0,1.0,0.65,0.6,-0.25,-0.4
379744427.0,2984.0,0.0,14.33,-6.47,-37.44,0
379751443.0,7016.0,1.0,0.64,0.61,-0.27,-0.38
379754427.0,2984.0,0.0,26.62,0.37,-32.73,0
379759443.0,5016.0,1.0,0.63,0.62,-0.29,-0.36
379762427.0,2984.0,0.0,29.74,4.73,-30.32,0
379768443.0,6016.0,1.0,0.63,0.62,-0.31,-0.35
379771427.0,2984.0,0.0,31.02,6.98,-27.43,0
379780443.0,9016.0,1.0,0.62,0.62,-0.34,-0.34
379783427.0,2984.0,0.0,30.38,7.14,-24.26,0
379791443.0,8016.0,1.0,0.62,0.61,-0.36,-0.33
379794427.0,2984.0,0.0,25.83,6.32,-18.83,0
379798443.0,4016.0,1.0,0.62,0.61,-0.38,-0.33
379801427.0,2984.0,0.0,22.64,3.74,-15.46,0
379808443.0,7016.0,1.0,0.61,0.6,-0.41,-0.33
379811427.0,2984.0,0.0,20.42,-0.02,-10.94,0
379819443.0,8016.0,1.0,0.6,0.59,-0.43,-0.33
379822427.0,2984.0,0.0,21.35,-2.65,-6.09,0
379829443.0,7016.0,1.0,0.59,0.58,-0.45,-0.33
379832427.0,2984.0,0.0,28.95,-1.45,0.85,0
379839443.0,7016.0,1.0,0.58,0.57,-0.47,-0.33
379842427.0,2984.0,0.0,33.91,-2.55,4.44,0
379848443.0,6016.0,1.0,0.57,0.56,-0.49,-0.33
379851427.0,2984.0,0.0,38.41,-4.03,8.18,0
379859443.0,8016.0,1.0,0.56,0.56,-0.51,-0.34
379862427.0,2984.0,0.0,40.95,-4.84,11.5,0
379869443.0,7016.0,1.0,0.55,0.55,-0.52,-0.35
379872427.0,2984.0,0.0,39.44,-7.29,16.74,0
379879443.0,7016.0,1.0,0.54,0.55,-0.52,-0.36
379882427.0,2984.0,0.0,36.1,-8.88,19.11,0
379889443.0,7016.0,1.0,0.53,0.55,-0.52,-0.38
379892427.0,2984.0,0.0,31.64,-9.87,20.83,0
379899443.0,7016.0,1.0,0.52,0.55,-0.52,-0.39
379902427.0,2984.0,0.0,26.96,-10.86,22.04,0
379909443.0,7016.0,1.0,0.51,0.55,-0.52,-0.4
379912427.0,2984.0,0.0,19.87,-13.34,23.35,0
379919443.0,7016.0,1.0,0.5,0.55,-0.52,-0.42
379922427.0,2984.0,0.0,17.15,-14.51,23.0,0
379929443.0,7016.0,1.0,0.5,0.55,-0.51,-0.43
379932427.0,2984.0,0.0,15.57,-16.13,22.38,0
379938443.0,6016.0,1.0,0.5,0.56,-0.51,-0.44
379941427.0,2984.0,0.0,13.15,-15.71,19.75,0
379949443.0,8016.0,1.0,0.5,0.56,-0.49,-0.45
379952427.0,2984.0,0.0,10.64,-14.63,17.44,0
379959443.0,7016.0,1.0,0.5,0.56,-0.47,-0.47
379962427.0,2984.0,0.0,6.82,-14.61,15.06,0
379969443.0,7016.0,1.0,0.5,0.57,-0.44,-0.48
379972427.0,2984.0,0.0,2.06,-14.96,12.45,0
379981443.0,9016.0,1.0,0.5,0.57,-0.42,-0.5
379984427.0,2984.0,0.0,-6.82,-13.01,7.6,0
379989443.0,5016.0,1.0,0.49,0.58,-0.39,-0.52
379992427.0,2984.0,0.0,-9.42,-10.97,5.11,0
379999443.0,7016.0,1.0,0.49,0.58,-0.36,-0.53
380002427.0,2984.0,0.0,-11.19,-8.63,2.96,0
380009443.0,7016.0,1.0,0.5,0.58,-0.34,-0.55
380012427.0,2984.0,0.0,-12.76,-6.74,1.32,0
380019443.0,7016.0,1.0,0.5,0.58,-0.32,-0.56
380022427.0,2984.0,0.0,-14.75,-5.18,0.52,0
380029443.0,7016.0,1.0,0.51,0.58,-0.3,-0.56
380032427.0,2984.0,0.0,-15.23,-5.23,0.36,0
380039443.0,7016.0,1.0,0.51,0.58,-0.29,-0.57
380042427.0,2984.0,0.0,-14.77,-7.02,1.14,0
380049443.0,7016.0,1.0,0.52,0.57,-0.27,-0.57
380052427.0,2984.0,0.0,-14.7,-7.39,1.33,0
380062443.0,10016.0,1.0,0.53,0.57,-0.25,-0.57
380065427.0,2984.0,0.0,-17.83,-5.18,-0.5,0
380069443.0,4016.0,1.0,0.54,0.56,-0.23,-0.58
380072427.0,2984.0,0.0,-20.83,-5.16,-1.54,0
380079443.0,7016.0,1.0,0.55,0.56,-0.22,-0.58
380082427.0,2984.0,0.0,-23.78,-6.14,-2.55,0
380089443.0,7016.0,1.0,0.56,0.55,-0.2,-0.58
380092427.0,2984.0,0.0,-26.88,-6.84,-3.43,0
380099443.0,7016.0,1.0,0.58,0.55,-0.2,-0.57
380102427.0,2984.0,0.0,-26.29,-7.8,-3.14,0
380109443.0,7016.0,1.0,0.59,0.54,-0.2,-0.57
380112427.0,2984.0,0.0,-24.18,-10.14,-2.05,0
380121443.0,9016.0,1.0,0.6,0.54,-0.2,-0.56
380124427.0,2984.0,0.0,-22.64,-10.58,-2.33,0
380129443.0,5016.0,1.0,0.61,0.54,-0.2,-0.55
380132427.0,2984.0,0.0,-24.73,-8.38,-5.55,0
380139443.0,7016.0,1.0,0.63,0.53,-0.2,-0.54
380142427.0,2984.0,0.0,-27.05,-8.88,-7.68,0
380149443.0,7016.0,1.0,0.64,0.52,-0.2,-0.53
380152427.0,2984.0,0.0,-29.97,-8.9,-10.44,0
380159443.0,7016.0,1.0,0.66,0.51,-0.2,-0.51
380162427.0,2984.0,0.0,-32.84,-10.14,-13.51,0
380168443.0,6016.0,1.0,0.66,0.51,-0.22,-0.5
380171427.0,2984.0,0.0,-33.05,-14.43,-21.07,0
380179443.0,8016.0,1.0,0.67,0.51,-0.23,-0.49
380182427.0,2984.0,0.0,-29.33,-16.09,-25.22,0
380189443.0,7016.0,1.0,0.67,0.51,-0.25,-0.48
380192427.0,2984.0,0.0,-22.9,-18.8,-28.57,0
380201443.0,9016.0,1.0,0.66,0.52,-0.26,-0.47
380204427.0,2984.0,0.0,-14.13,-20.66,-31.14,0
380209443.0,5016.0,1.0,0.66,0.53,-0.27,-0.46
380212427.0,2984.0,0.0,1.21,-14.13,-37.41,0
380219443.0,7016.0,1.0,0.65,0.55,-0.28,-0.44
380222427.0,2984.0,0.0,6.82,-10.97,-39.1,0
380229443.0,7016.0,1.0,0.65,0.56,-0.29,-0.43
380232427.0,2984.0,0.0,11.45,-8.02,-39.18,0
380239443.0,7016.0,1.0,0.64,0.57,-0.31,-0.41
380242427.0,2984.0,0.0,15.0,-4.31,-38.53,0
380249443.0,7016.0,1.0,0.64,0.57,-0.33,-0.39
380252427.0,2984.0,0.0,22.73,3.33,-34.88,0
380262443.0,10016.0,1.0,0.64,0.58,-0.35,-0.37
380265427.0,2984.0,0.0,25.55,7.48,-31.9,0
380269443.0,4016.0,1.0,0.64,0.58,-0.38,-0.35
380272427.0,2984.0,0.0,27.1,9.7,-28.47,0
380279443.0,7016.0,1.0,0.63,0.57,-0.41,-0.33
380282427.0,2984.0,0.0,28.88,6.7,-21.18,0
380289443.0,7016.0,1.0,0.62,0.57,-0.43,-0.32
380292427.0,2984.0,0.0,30.33,6.67,-17.95,0
380302443.0,10016.0,1.0,0.61,0.57,-0.45,-0.31
380305427.0,2984.0,0.0,31.57,6.98,-15.3,0
380310443.0,5016.0,1.0,0.6,0.56,-0.48,-0.31
380313427.0,2984.0,0.0,32.19,6.52,-12.38,0
380319443.0,6016.0,1.0,0.59,0.56,-0.5,-0.3
380322427.0,2984.0,0.0,32.13,1.98,-6.89,0
380329443.0,7016.0,1.0,0.58,0.55,-0.52,-0.3
380332427.0,2984.0,0.0,32.48,-1.0,-4.0,0
380341443.0,9016.0,1.0,0.57,0.54,-0.53,-0.3
380344427.0,2984.0,0.0,33.7,-4.23,-0.96,0
380349443.0,5016.0,1.0,0.56,0.54,-0.55,-0.3
380352427.0,2984.0,0.0,35.37,-6.97,1.81,0
380358443.0,6016.0,1.0,0.55,0.54,-0.56,-0.3
380361427.0,2984.0,0.0,37.66,-8.27,6.11,0
380369443.0,8016.0,1.0,0.54,0.54,-0.57,-0.31
380372427.0,2984.0,0.0,37.53,-7.67,7.93,0
380379443.0,7016.0,1.0,0.52,0.54,-0.58,-0.32
380382427.0,2984.0,0.0,36.67,-8.46,10.06,0
380389443.0,7016.0,1.0,0.51,0.54,-0.58,-0.33
380392427.0,2984.0,0.0,35.31,-9.58,12.33,0
380399443.0,7016.0,1.0,0.5,0.54,-0.58,-0.34
380402427.0,2984.0,0.0,30.06,-9.48,15.38,0
380409443.0,7016.0,1.0,0.5,0.54,-0.58,-0.36
380412427.0,2984.0,0.0,25.53,-9.92,16.52,0
380419443.0,7016.0,1.0,0.49,0.54,-0.58,-0.37
380422427.0,2984.0,0.0,20.14,-11.44,17.52,0
380429443.0,7016.0,1.0,0.48,0.54,-0.57,-0.39
380432427.0,2984.0,0.0,14.92,-12.26,18.56,0
380441443.0,9016.0,1.0,0.48,0.54,-0.57,-0.4
380444427.0,2984.0,0.0,7.48,-12.86,19.18,0
380449443.0,5016.0,1.0,0.47,0.54,-0.56,-0.42
380452427.0,2984.0,0.0,5.96,-14.09,18.98,0
380459443.0,7016.0,1.0,0.46,0.55,-0.55,-0.43
380462427.0,2984.0,0.0,5.67,-15.77,18.78,0
380469443.0,7016.0,1.0,0.46,0.55,-0.54,-0.44
380472427.0,2984.0,0.0,6.65,-16.91,16.58,0
380479443.0,7016.0,1.0,0.45,0.56,-0.53,-0.45
380482427.0,2984.0,0.0,7.54,-17.12,15.22,0
380489443.0,7016.0,1.0,0.45,0.57,-0.51,-0.47
380492427.0,2984.0,0.0,6.66,-16.48,13.15,0
380501443.0,9016.0,1.0,0.44,0.58,-0.48,-0.49
380504427.0,2984.0,0.0,3.98,-16.18,10.83,0
380511443.0,7016.0,1.0,0.44,0.58,-0.46,-0.51
380514427.0,2984.0,0.0,-5.12,-14.75,6.64,0
380519443.0,5016.0,1.0,0.44,0.59,-0.43,-0.53
380522427.0,2984.0,0.0,-10.02,-14.66,4.81,0
380529443.0,7016.0,1.0,0.44,0.59,-0.4,-0.55
380532427.0,2984.0,0.0,-14.54,-13.81,3.5,0
380539443.0,7016.0,1.0,0.45,0.59,-0.38,-0.56
380542427.0,2984.0,0.0,-18.64,-12.51,2.34,0
380549443.0,7016.0,1.0,0.46,0.58,-0.36,-0.57
380552427.0,2984.0,0.0,-23.61,-12.2,1.64,0
380564443.0,12016.0,1.0,0.48,0.57,-0.34,-0.57
380568427.0,3984.0,0.0,-22.96,-15.7,1.9,0
380571443.0,3016.0,1.0,0.5,0.56,-0.32,-0.58
380574427.0,2984.0,0.0,-22.46,-15.11,1.21,0
380579443.0,5016.0,1.0,0.52,0.56,-0.31,-0.57
380582427.0,2984.0,0.0,-22.4,-15.09,0.8,0
380589443.0,7016.0,1.0,0.54,0.55,-0.28,-0.57
380592427.0,2984.0,0.0,-26.04,-10.37,-2.19,0
380599443.0,7016.0,1.0,0.56,0.54,-0.27,-0.57
380602427.0,2984.0,0.0,-28.36,-10.27,-3.13,0
380609443.0,7016.0,1.0,0.58,0.54,-0.25,-0.56
380612427.0,2984.0,0.0,-30.85,-9.19,-4.17,0
380621443.0,9016.0,1.0,0.6,0.53,-0.24,-0.55
380624427.0,2984.0,0.0,-33.67,-6.9,-5.46,0
380632443.0,8016.0,1.0,0.61,0.53,-0.23,-0.54
380635427.0,2984.0,0.0,-37.79,-4.16,-9.08,0
380639443.0,4016.0,1.0,0.63,0.52,-0.23,-0.53
380642427.0,2984.0,0.0,-36.78,-5.04,-11.14,0
380650443.0,8016.0,1.0,0.64,0.52,-0.24,-0.51
380653427.0,2984.0,0.0,-34.27,-6.04,-13.2,0
380659443.0,6016.0,1.0,0.65,0.52,-0.25,-0.5
380662427.0,2984.0,0.0,-27.67,-9.25,-19.08,0
380669443.0,7016.0,1.0,0.66,0.52,-0.26,-0.48
380672427.0,2984.0,0.0,-23.71,-10.17,-23.65,0
380679443.0,7016.0,1.0,0.66,0.52,-0.27,-0.47
380682427.0,2984.0,0.0,-20.1,-10.59,-28.39,0
380690443.0,8016.0,1.0,0.66,0.53,-0.28,-0.46
380693427.0,2984.0,0.0,-16.61,-10.13,-32.75,0
380705443.0,12016.0,1.0,0.65,0.53,-0.29,-0.45
380710443.0,5000.0,1.0,0.65,0.55,-0.3,-0.44
380713427.0,2984.0,0.0,3.54,-1.61,-41.69,0
380719443.0,6016.0,1.0,0.64,0.56,-0.32,-0.42
380722427.0,2984.0,0.0,11.3,2.12,-42.45,0
380729443.0,7016.0,1.0,0.63,0.56,-0.35,-0.4
380732427.0,2984.0,0.0,18.22,3.79,-41.82,0
380739443.0,7016.0,1.0,0.63,0.57,-0.37,-0.38
380742427.0,2984.0,0.0,27.8,3.25,-36.97,0
380749443.0,7016.0,1.0,0.62,0.57,-0.4,-0.37
380752427.0,2984.0,0.0,29.92,2.79,-33.06,0
380761443.0,9016.0,1.0,0.61,0.57,-0.42,-0.35
380764427.0,2984.0,0.0,29.36,2.23,-29.08,0
380771443.0,7016.0,1.0,0.61,0.56,-0.44,-0.34
380774427.0,2984.0,0.0,27.78,1.7,-25.48,0
380779443.0,5016.0,1.0,0.6,0.56,-0.46,-0.34
380782427.0,2984.0,0.0,23.14,2.64,-19.08,0
380789443.0,7016.0,1.0,0.59,0.55,-0.48,-0.33
380792427.0,2984.0,0.0,21.8,2.16,-15.42,0
380799443.0,7016.0,1.0,0.58,0.55,-0.51,-0.33
380802427.0,2984.0,0.0,21.97,0.84,-11.64,0
380809443.0,7016.0,1.0,0.57,0.54,-0.53,-0.32
380812427.0,2984.0,0.0,23.7,-1.26,-8.26,0
380824443.0,12016.0,1.0,0.56,0.53,-0.55,-0.32
380828427.0,3984.0,0.0,31.69,-6.15,-0.93,0
380831443.0,3016.0,1.0,0.55,0.53,-0.56,-0.32
380834427.0,2984.0,0.0,31.78,-6.03,-0.65,0
380839443.0,5016.0,1.0,0.54,0.52,-0.58,-0.31
380842427.0,2984.0,0.0,33.89,-5.74,1.4,0
380849443.0,7016.0,1.0,0.53,0.52,-0.59,-0.32
380852427.0,2984.0,0.0,36.92,-6.5,5.39,0
380859443.0,7016.0,1.0,0.52,0.52,-0.6,-0.32
380862427.0,2984.0,0.0,36.01,-7.44,7.92,0
380869443.0,7016.0,1.0,0.51,0.52,-0.6,-0.33
380872427.0,2984.0,0.0,33.86,-9.03,10.1,0
380879443.0,7016.0,1.0,0.5,0.52,-0.6,-0.34
380882427.0,2984.0,0.0,31.6,-10.76,12.08,0
380889443.0,7016.0,1.0,0.49,0.52,-0.6,-0.36
380892427.0,2984.0,0.0,27.95,-12.72,15.52,0
380904443.0,12016.0,1.0,0.48,0.53,-0.6,-0.37
380908427.0,3984.0,0.0,22.15,-13.75,18.0,0
380911443.0,3016.0,1.0,0.47,0.53,-0.59,-0.39
380914427.0,2984.0,0.0,22.05,-14.07,17.91,0
380919443.0,5016.0,1.0,0.46,0.53,-0.58,-0.41
380922427.0,2984.0,0.0,18.42,-15.41,18.43,0
380929443.0,7016.0,1.0,0.46,0.53,-0.57,-0.43
380932427.0,2984.0,0.0,11.23,-16.67,18.75,0
380939443.0,7016.0,1.0,0.46,0.53,-0.56,-0.44
380942427.0,2984.0,0.0,6.82,-17.13,18.42,0
380949443.0,7016.0,1.0,0.46,0.53,-0.54,-0.46
380952427.0,2984.0,0.0,2.49,-17.41,17.73,0
380961443.0,9016.0,1.0,0.46,0.54,-0.53,-0.48
380964427.0,2984.0,0.0,-1.13,-16.51,16.58,0
380972443.0,8016.0,1.0,0.45,0.54,-0.51,-0.49
380975427.0,2984.0,0.0,-5.83,-13.82,13.88,0
380979443.0,4016.0,1.0,0.45,0.55,-0.49,-0.51
380982427.0,2984.0,0.0,-5.8,-13.29,12.65,0
380989443.0,7016.0,1.0,0.45,0.56,-0.47,-0.52
380992427.0,2984.0,0.0,-5.44,-13.06,11.4,0
380999443.0,7016.0,1.0,0.45,0.56,-0.45,-0.53
381002427.0,2984.0,0.0,-5.47,-13.27,9.92,0
381009443.0,7016.0,1.0,0.45,0.57,-0.42,-0.54
381012427.0,2984.0,0.0,-8.13,-13.62,7.47,0
381024443.0,12016.0,1.0,0.46,0.57,-0.4,-0.55
381028427.0,3984.0,0.0,-15.7,-11.73,4.51,0
381031443.0,3016.0,1.0,0.46,0.58,-0.37,-0.56
381034427.0,2984.0,0.0,-20.14,-11.75,3.39,0
381039443.0,5016.0,1.0,0.47,0.58,-0.34,-0.57
381042427.0,2984.0,0.0,-23.89,-11.64,2.34,0
381049443.0,7016.0,1.0,0.49,0.57,-0.32,-0.58
381052427.0,2984.0,0.0,-26.67,-11.31,1.47,0
381059443.0,7016.0,1.0,0.5,0.57,-0.3,-0.58
381062427.0,2984.0,0.0,-28.11,-10.31,0.77,0
381070443.0,8016.0,1.0,0.52,0.57,-0.28,-0.58
381073427.0,2984.0,0.0,-28.73,-9.21,-0.09,0
381085443.0,12016.0,1.0,0.53,0.56,-0.27,-0.57
381090443.0,5000.0,1.0,0.55,0.56,-0.26,-0.56
381093427.0,2984.0,0.0,-26.23,-10.63,-1.11,0
381099443.0,6016.0,1.0,0.57,0.56,-0.25,-0.55
381102427.0,2984.0,0.0,-25.79,-8.15,-2.66,0
381110443.0,8016.0,1.0,0.58,0.56,-0.24,-0.54
381113427.0,2984.0,0.0,-27.26,-5.69,-4.7,0
381119443.0,6016.0,1.0,0.6,0.55,-0.23,-0.53
381122427.0,2984.0,0.0,-33.13,-6.32,-8.69,0
381129443.0,7016.0,1.0,0.61,0.55,-0.23,-0.52
381132427.0,2984.0,0.0,-34.57,-8.0,-11.27,0
381139443.0,7016.0,1.0,0.62,0.55,-0.24,-0.5
381142427.0,2984.0,0.0,-33.88,-9.56,-14.61,0
381150443.0,8016.0,1.0,0.63,0.55,-0.25,-0.49
381153427.0,2984.0,0.0,-30.74,-11.88,-18.27,0
381165443.0,12016.0,1.0,0.63,0.56,-0.26,-0.47
381170427.0,4984.0,0.0,-10.54,-14.77,-29.32,0
381173443.0,3016.0,1.0,0.63,0.56,-0.27,-0.46
381176427.0,2984.0,0.0,-4.47,-12.59,-32.39,0
381180443.0,4016.0,1.0,0.63,0.57,-0.28,-0.44
381183427.0,2984.0,0.0,-4.57,-12.29,-32.04,0
381190443.0,7016.0,1.0,0.63,0.58,-0.29,-0.42
381193427.0,2984.0,0.0,5.43,-7.2,-36.77,0
381199443.0,6016.0,1.0,0.63,0.59,-0.31,-0.4
381202427.0,2984.0,0.0,9.24,-4.99,-37.97,0
381210443.0,8016.0,1.0,0.63,0.59,-0.33,-0.38
381213427.0,2984.0,0.0,13.2,-3.61,-37.73,0
381222443.0,9016.0,1.0,0.63,0.59,-0.35,-0.36
381225427.0,2984.0,0.0,17.52,-2.29,-36.66,0
381232443.0,7016.0,1.0,0.62,0.6,-0.37,-0.34
381236427.0,3984.0,0.0,27.31,1.28,-32.1,0
381240443.0,4016.0,1.0,0.62,0.6,-0.4,-0.32
381243427.0,2984.0,0.0,31.35,3.96,-28.74,0
381250443.0,7016.0,1.0,0.61,0.6,-0.42,-0.31
381253427.0,2984.0,0.0,32.64,6.89,-25.85,0
381262443.0,9016.0,1.0,0.6,0.59,-0.44,-0.3
381265427.0,2984.0,0.0,31.89,8.64,-23.27,0
381272443.0,7016.0,1.0,0.6,0.58,-0.46,-0.3
381275427.0,2984.0,0.0,27.73,5.94,-19.04,0
381279443.0,4016.0,1.0,0.59,0.57,-0.49,-0.29
381282427.0,2984.0,0.0,26.59,4.5,-16.52,0
381289443.0,7016.0,1.0,0.58,0.56,-0.51,-0.3
381292427.0,2984.0,0.0,25.79,3.61,-13.66,0
381301443.0,9016.0,1.0,0.57,0.56,-0.52,-0.3
381304427.0,2984.0,0.0,25.89,2.0,-10.5,0
381312443.0,8016.0,1.0,0.56,0.55,-0.54,-0.3
381315427.0,2984.0,0.0,27.69,-3.0,-4.45,0
381319443.0,4016.0,1.0,0.55,0.54,-0.56,-0.3
381322427.0,2984.0,0.0,29.23,-5.42,-1.64,0
381329443.0,7016.0,1.0,0.53,0.54,-0.57,-0.31
381332427.0,2984.0,0.0,31.26,-4.88,0.17,0
381340443.0,8016.0,1.0,0.52,0.54,-0.58,-0.32
381343427.0,2984.0,0.0,32.79,-2.36,1.18,0
381350443.0,7016.0,1.0,0.51,0.53,-0.59,-0.33
381353427.0,2984.0,0.0,31.07,-5.48,5.57,0
381359443.0,6016.0,1.0,0.5,0.53,-0.6,-0.35
381362427.0,2984.0,0.0,27.9,-7.64,8.0,0
381370443.0,8016.0,1.0,0.48,0.52,-0.6,-0.37
381373427.0,2984.0,0.0,23.63,-9.93,10.66,0
381379443.0,6016.0,1.0,0.47,0.52,-0.6,-0.38
381382427.0,2984.0,0.0,19.77,-12.34,13.38,0
381392443.0,10016.0,1.0,0.46,0.52,-0.6,-0.4
381395427.0,2984.0,0.0,15.55,-16.43,18.2,0
381399443.0,4016.0,1.0,0.44,0.52,-0.59,-0.42
381402427.0,2984.0,0.0,14.26,-18.25,20.3,0
381410443.0,8016.0,1.0,0.44,0.53,-0.59,-0.43
381413427.0,2984.0,0.0,13.05,-20.11,22.18,0
381420443.0,7016.0,1.0,0.43,0.53,-0.58,-0.45
381423427.0,2984.0,0.0,10.29,-20.97,23.87,0
381430443.0,7016.0,1.0,0.42,0.53,-0.57,-0.46
381433427.0,2984.0,0.0,7.77,-19.98,23.18,0
381440443.0,7016.0,1.0,0.42,0.54,-0.55,-0.48
381443427.0,2984.0,0.0,4.25,-19.6,21.69,0
381450443.0,7016.0,1.0,0.42,0.55,-0.53,-0.5
381453427.0,2984.0,0.0,0.52,-18.99,19.74,0
381465443.0,12016.0,1.0,0.41,0.56,-0.51,-0.51
381470427.0,4984.0,0.0,-8.71,-17.6,13.32,0
381473443.0,3016.0,1.0,0.41,0.57,-0.48,-0.53
381476427.0,2984.0,0.0,-8.66,-18.13,13.04,0
381480443.0,4016.0,1.0,0.4,0.58,-0.45,-0.55
381483427.0,2984.0,0.0,-11.11,-17.16,10.58,0
381490443.0,7016.0,1.0,0.4,0.58,-0.43,-0.56
381493427.0,2984.0,0.0,-13.17,-15.12,8.19,0
381499443.0,6016.0,1.0,0.41,0.59,-0.41,-0.57
381502427.0,2984.0,0.0,-16.93,-11.37,4.39,0
381510443.0,8016.0,1.0,0.42,0.59,-0.39,-0.58
381513427.0,2984.0,0.0,-17.56,-11.95,3.34,0
381520443.0,7016.0,1.0,0.43,0.59,-0.36,-0.58
381523427.0,2984.0,0.0,-17.27,-11.98,2.51,0
381530443.0,7016.0,1.0,0.45,0.59,-0.34,-0.58
381533427.0,2984.0,0.0,-17.63,-9.68,0.66,0
381545443.0,12016.0,1.0,0.46,0.59,-0.32,-0.58
381549427.0,3984.0,0.0,-22.86,-9.06,-1.57,0
381552443.0,3016.0,1.0,0.48,0.58,-0.3,-0.58
381555427.0,2984.0,0.0,-22.81,-9.07,-1.89,0
381559443.0,4016.0,1.0,0.5,0.58,-0.29,-0.58
381562427.0,2984.0,0.0,-24.07,-9.19,-2.19,0
381570443.0,8016.0,1.0,0.52,0.57,-0.27,-0.57
381573427.0,2984.0,0.0,-25.25,-8.82,-2.07,0
381580443.0,7016.0,1.0,0.54,0.57,-0.27,-0.56
381583427.0,2984.0,0.0,-29.03,-10.84,-1.42,0
381590443.0,7016.0,1.0,0.56,0.56,-0.26,-0.55
381593427.0,2984.0,0.0,-31.06,-12.39,-1.82,0
381602443.0,9016.0,1.0,0.58,0.55,-0.26,-0.54
381605427.0,2984.0,0.0,-32.48,-13.54,-2.79,0
381612443.0,7016.0,1.0,0.6,0.55,-0.26,-0.52
381615427.0,2984.0,0.0,-32.77,-13.25,-5.14,0
381620443.0,5016.0,1.0,0.61,0.55,-0.27,-0.51
381623427.0,2984.0,0.0,-31.33,-12.06,-12.71,0
381630443.0,7016.0,1.0,0.62,0.54,-0.28,-0.49
381633427.0,2984.0,0.0,-29.25,-11.92,-17.07,0
