time_us,time_dif_us,data_type,value_1,value_2,value_3,value_4
371136427.0,2984.0,0.0,-0.04,0.23,-0.07,0
371143443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371146427.0,2984.0,0.0,0.03,0.26,-0.07,0
371153443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371156427.0,2984.0,0.0,0.07,0.22,-0.07,0
371163443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371166427.0,2984.0,0.0,0.1,0.21,-0.02,0
371173443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371176427.0,2984.0,0.0,0.02,0.21,-0.06,0
371183443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371186427.0,2984.0,0.0,-0.1,0.24,-0.06,0
371193443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371196427.0,2984.0,0.0,-0.14,0.16,0.07,0
371203443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371206427.0,2984.0,0.0,-0.07,0.24,0.11,0
371213443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371216427.0,2984.0,0.0,0.0,0.28,0.11,0
371223443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371226427.0,2984.0,0.0,0.14,0.23,0.12,0
371233443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371236427.0,2984.0,0.0,0.37,0.12,0.13,0
371243443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371247427.0,3984.0,0.0,0.37,0.04,0.17,0
371253443.0,6016.0,1.0,0.85,0.29,-0.12,-0.42
371256427.0,2984.0,0.0,0.37,-0.0,0.21,0
371263443.0,7016.0,1.0,0.85,0.29,-0.12,-0.42
371266427.0,2984.0,0.0,0.4,-0.02,0.22,0
371273443.0,7016.0,1.0,0.85,0.29,-0.11,-0.42
371276427.0,2984.0,0.0,0.36,0.04,0.22,0
371283443.0,7016.0,1.0,0.85,0.29,-0.11,-0.42
371287427.0,3984.0,0.0,0.36,0.02,0.18,0
371293443.0,6016.0,1.0,0.85,0.29,-0.11,-0.43
371296427.0,2984.0,0.0,0.28,0.01,0.23,0
371303443.0,7016.0,1.0,0.85,0.29,-0.11,-0.43
371306427.0,2984.0,0.0,0.13,-0.02,0.27,0
371313443.0,7016.0,1.0,0.85,0.29,-0.11,-0.43
371316427.0,2984.0,0.0,0.12,-0.03,0.23,0
371323443.0,7016.0,1.0,0.85,0.29,-0.11,-0.43
371327427.0,3984.0,0.0,0.16,-0.05,0.27,0
371333443.0,6016.0,1.0,0.85,0.3,-0.11,-0.43
371336427.0,2984.0,0.0,0.26,-0.03,0.23,0
371343443.0,7016.0,1.0,0.85,0.3,-0.11,-0.43
371346427.0,2984.0,0.0,0.53,0.06,0.16,0
371353443.0,7016.0,1.0,0.85,0.3,-0.11,-0.43
371356427.0,2984.0,0.0,0.53,0.04,0.09,0
371363443.0,7016.0,1.0,0.85,0.3,-0.11,-0.43
371367427.0,3984.0,0.0,0.53,0.02,0.09,0
371373443.0,6016.0,1.0,0.84,0.3,-0.11,-0.43
371376427.0,2984.0,0.0,0.45,-0.05,0.12,0
371384443.0,8016.0,1.0,0.84,0.3,-0.11,-0.43
371387427.0,2984.0,0.0,0.15,-0.0,0.12,0
371393443.0,6016.0,1.0,0.84,0.3,-0.11,-0.43
371396427.0,2984.0,0.0,0.0,0.02,0.04,0
371403443.0,7016.0,1.0,0.84,0.3,-0.11,-0.43
371406427.0,2984.0,0.0,0.05,-0.04,0.04,0
371413443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371416427.0,2984.0,0.0,0.08,-0.06,0.0,0
371423443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371426427.0,2984.0,0.0,0.27,-0.04,0.01,0
371433443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371436427.0,2984.0,0.0,0.31,0.07,-0.03,0
371444443.0,8016.0,1.0,0.84,0.3,-0.1,-0.44
371447427.0,2984.0,0.0,0.31,0.13,-0.06,0
371453443.0,6016.0,1.0,0.84,0.3,-0.1,-0.44
371456427.0,2984.0,0.0,0.31,0.11,-0.1,0
371463443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371466427.0,2984.0,0.0,0.28,0.13,-0.1,0
371473443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371476427.0,2984.0,0.0,0.25,0.11,-0.06,0
371484443.0,8016.0,1.0,0.84,0.3,-0.1,-0.44
371487427.0,2984.0,0.0,0.21,0.13,-0.06,0
371493443.0,6016.0,1.0,0.84,0.3,-0.1,-0.44
371496427.0,2984.0,0.0,0.1,0.12,0.01,0
371503443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371506427.0,2984.0,0.0,0.1,0.09,0.05,0
371513443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371516427.0,2984.0,0.0,0.06,0.15,0.05,0
371524443.0,8016.0,1.0,0.84,0.3,-0.1,-0.44
371527427.0,2984.0,0.0,0.02,0.18,0.01,0
371533443.0,6016.0,1.0,0.84,0.3,-0.1,-0.44
371536427.0,2984.0,0.0,0.02,0.24,-0.05,0
371543443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371546427.0,2984.0,0.0,-0.02,0.3,-0.09,0
371553443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371556427.0,2984.0,0.0,-0.1,0.32,-0.13,0
371564443.0,8016.0,1.0,0.84,0.3,-0.1,-0.44
371567427.0,2984.0,0.0,-0.22,0.24,-0.12,0
371574443.0,7016.0,1.0,0.84,0.3,-0.1,-0.44
371577427.0,2984.0,0.0,-0.19,-0.05,-0.12,0
371583443.0,6016.0,1.0,0.84,0.31,-0.1,-0.44
371586427.0,2984.0,0.0,-0.13,-0.13,-0.11,0
371593443.0,7016.0,1.0,0.84,0.31,-0.09,-0.44
371596427.0,2984.0,0.0,-0.05,-0.26,-0.14,0
371604443.0,8016.0,1.0,0.84,0.31,-0.09,-0.44
371607427.0,2984.0,0.0,0.02,-0.24,-0.17,0
371613443.0,6016.0,1.0,0.84,0.31,-0.09,-0.44
371616427.0,2984.0,0.0,-0.02,-0.07,-0.29,0
371623443.0,7016.0,1.0,0.84,0.31,-0.09,-0.45
371626427.0,2984.0,0.0,-0.1,-0.02,-0.32,0
371634443.0,8016.0,1.0,0.84,0.31,-0.09,-0.45
371637427.0,2984.0,0.0,-0.15,0.04,-0.37,0
371644443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371647427.0,2984.0,0.0,-0.34,-0.03,-0.41,0
371653443.0,6016.0,1.0,0.83,0.31,-0.09,-0.45
371656427.0,2984.0,0.0,-0.46,-0.0,-0.45,0
371663443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371667427.0,3984.0,0.0,-0.43,-0.02,-0.4,0
371674443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371677427.0,2984.0,0.0,-0.39,-0.07,-0.39,0
371683443.0,6016.0,1.0,0.83,0.31,-0.09,-0.45
371686427.0,2984.0,0.0,-0.09,-0.31,-0.31,0
371693443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371696427.0,2984.0,0.0,0.09,-0.32,-0.34,0
371703443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371706427.0,2984.0,0.0,0.2,-0.29,-0.3,0
371714443.0,8016.0,1.0,0.83,0.31,-0.09,-0.45
371717427.0,2984.0,0.0,0.23,-0.26,-0.29,0
371723443.0,6016.0,1.0,0.83,0.31,-0.09,-0.45
371726427.0,2984.0,0.0,0.12,-0.15,-0.25,0
371733443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371736427.0,2984.0,0.0,0.04,-0.2,-0.21,0
371743443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371747427.0,3984.0,0.0,0.04,-0.2,-0.18,0
371754443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371757427.0,2984.0,0.0,0.08,-0.2,-0.14,0
371764443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371767427.0,2984.0,0.0,0.16,0.02,-0.14,0
371773443.0,6016.0,1.0,0.83,0.31,-0.09,-0.45
371776427.0,2984.0,0.0,0.19,0.05,-0.14,0
371784443.0,8016.0,1.0,0.83,0.31,-0.09,-0.45
371787427.0,2984.0,0.0,0.19,0.09,-0.13,0
371794443.0,7016.0,1.0,0.83,0.31,-0.09,-0.45
371797427.0,2984.0,0.0,0.2,0.05,-0.09,0
371804443.0,7016.0,1.0,0.83,0.32,-0.09,-0.45
371807427.0,2984.0,0.0,0.16,0.12,-0.09,0
371813443.0,6016.0,1.0,0.83,0.32,-0.09,-0.45
371816427.0,2984.0,0.0,0.16,0.16,-0.12,0
371824443.0,8016.0,1.0,0.83,0.32,-0.09,-0.45
371827427.0,2984.0,0.0,0.18,0.11,-0.12,0
371834443.0,7016.0,1.0,0.83,0.32,-0.09,-0.45
371837427.0,2984.0,0.0,0.34,0.26,-0.09,0
371844443.0,7016.0,1.0,0.83,0.32,-0.09,-0.45
371847427.0,2984.0,0.0,0.37,0.29,-0.08,0
371853443.0,6016.0,1.0,0.83,0.32,-0.09,-0.45
371856427.0,2984.0,0.0,0.34,0.29,-0.04,0
371864443.0,8016.0,1.0,0.83,0.32,-0.09,-0.45
371867427.0,2984.0,0.0,0.34,0.32,-0.04,0
371874443.0,7016.0,1.0,0.83,0.32,-0.09,-0.45
371877427.0,2984.0,0.0,0.15,0.27,-0.01,0
371884443.0,7016.0,1.0,0.83,0.32,-0.09,-0.45
371887427.0,2984.0,0.0,0.08,0.26,0.03,0
371894443.0,7016.0,1.0,0.83,0.32,-0.09,-0.45
371897427.0,2984.0,0.0,-0.03,0.25,-0.01,0
371904443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
371907427.0,2984.0,0.0,0.0,0.29,0.03,0
371913443.0,6016.0,1.0,0.83,0.32,-0.08,-0.45
371916427.0,2984.0,0.0,0.23,0.12,0.03,0
371923443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
371926427.0,2984.0,0.0,0.35,0.05,0.07,0
371934443.0,8016.0,1.0,0.83,0.32,-0.08,-0.45
371937427.0,2984.0,0.0,0.46,0.0,0.15,0
371944443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
371947427.0,2984.0,0.0,0.47,0.0,0.14,0
371954443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
371957427.0,2984.0,0.0,0.21,-0.01,0.14,0
371964443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
371968427.0,3984.0,0.0,0.11,-0.05,0.1,0
371974443.0,6016.0,1.0,0.83,0.32,-0.08,-0.45
371977427.0,2984.0,0.0,0.07,-0.17,0.1,0
371984443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
371987427.0,2984.0,0.0,0.11,-0.18,0.05,0
371994443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
371997427.0,2984.0,0.0,0.19,-0.14,-0.1,0
372004443.0,7016.0,1.0,0.83,0.32,-0.08,-0.45
372008427.0,3984.0,0.0,0.16,-0.15,-0.14,0
372014443.0,6016.0,1.0,0.83,0.32,-0.08,-0.45
372017427.0,2984.0,0.0,0.08,-0.16,-0.11,0
372024443.0,7016.0,1.0,0.83,0.31,-0.08,-0.45
372027427.0,2984.0,0.0,-0.06,-0.2,-0.11,0
372034443.0,7016.0,1.0,0.83,0.31,-0.08,-0.45
372037427.0,2984.0,0.0,-0.05,-0.25,-0.08,0
372044443.0,7016.0,1.0,0.83,0.31,-0.08,-0.45
372048427.0,3984.0,0.0,-0.32,-0.18,0.04,0
372054443.0,6016.0,1.0,0.83,0.31,-0.08,-0.45
372057427.0,2984.0,0.0,-0.3,-0.25,0.03,0
372064443.0,7016.0,1.0,0.83,0.31,-0.08,-0.45
372067427.0,2984.0,0.0,-0.44,-0.28,0.09,0
372074443.0,7016.0,1.0,0.83,0.31,-0.08,-0.45
372077427.0,2984.0,0.0,-0.46,-0.3,0.19,0
372084443.0,7016.0,1.0,0.83,0.31,-0.08,-0.45
372088427.0,3984.0,0.0,-0.39,-0.33,0.22,0
372094443.0,6016.0,1.0,0.83,0.31,-0.08,-0.45
372097427.0,2984.0,0.0,-0.27,-0.36,0.21,0
372103443.0,6016.0,1.0,0.83,0.31,-0.08,-0.45
372106427.0,2984.0,0.0,0.04,-0.43,0.24,0
372114443.0,8016.0,1.0,0.83,0.31,-0.08,-0.45
372117427.0,2984.0,0.0,0.13,-0.39,0.19,0
372124443.0,7016.0,1.0,0.83,0.31,-0.08,-0.45
372127427.0,2984.0,0.0,0.26,-0.32,0.07,0
372134443.0,7016.0,1.0,0.84,0.31,-0.08,-0.45
372137427.0,2984.0,0.0,0.27,-0.21,0.02,0
372144443.0,7016.0,1.0,0.84,0.31,-0.08,-0.45
372147427.0,2984.0,0.0,0.39,-0.14,-0.1,0
372154443.0,7016.0,1.0,0.84,0.31,-0.08,-0.45
372157427.0,2984.0,0.0,0.42,-0.1,-0.16,0
372164443.0,7016.0,1.0,0.84,0.31,-0.08,-0.45
372167427.0,2984.0,0.0,0.4,0.02,-0.2,0
372174443.0,7016.0,1.0,0.84,0.31,-0.08,-0.45
372177427.0,2984.0,0.0,0.33,0.14,-0.21,0
372184443.0,7016.0,1.0,0.84,0.31,-0.08,-0.45
372187427.0,2984.0,0.0,0.23,0.21,-0.34,0
372194443.0,7016.0,1.0,0.84,0.31,-0.08,-0.45
372197427.0,2984.0,0.0,0.21,0.22,-0.39,0
372204443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372207427.0,2984.0,0.0,0.29,0.27,-0.4,0
372214443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372217427.0,2984.0,0.0,0.45,0.26,-0.32,0
372224443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372227427.0,2984.0,0.0,0.42,0.34,-0.29,0
372234443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372237427.0,2984.0,0.0,0.35,0.37,-0.23,0
372244443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372247427.0,2984.0,0.0,0.29,0.36,-0.16,0
372254443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372257427.0,2984.0,0.0,0.07,0.44,-0.05,0
372264443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372267427.0,2984.0,0.0,-0.03,0.45,-0.06,0
372274443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372277427.0,2984.0,0.0,-0.06,0.32,0.01,0
372284443.0,7016.0,1.0,0.84,0.3,-0.08,-0.45
372287427.0,2984.0,0.0,-0.08,0.29,0.0,0
372293443.0,6016.0,1.0,0.84,0.3,-0.08,-0.45
372296427.0,2984.0,0.0,-0.23,0.24,-0.0,0
372304443.0,8016.0,1.0,0.84,0.3,-0.07,-0.45
372307427.0,2984.0,0.0,-0.25,0.32,-0.01,0
372314443.0,7016.0,1.0,0.84,0.3,-0.07,-0.45
372317427.0,2984.0,0.0,-0.35,0.32,0.02,0
372324443.0,7016.0,1.0,0.84,0.3,-0.07,-0.45
372327427.0,2984.0,0.0,-0.41,0.24,0.08,0
372334443.0,7016.0,1.0,0.84,0.3,-0.07,-0.45
372337427.0,2984.0,0.0,-0.71,0.24,0.19,0
372344443.0,7016.0,1.0,0.84,0.3,-0.07,-0.45
372347427.0,2984.0,0.0,-0.73,0.17,0.25,0
372354443.0,7016.0,1.0,0.84,0.3,-0.07,-0.45
372357427.0,2984.0,0.0,-0.76,0.14,0.28,0
372364443.0,7016.0,1.0,0.84,0.3,-0.07,-0.45
372367427.0,2984.0,0.0,-0.7,0.12,0.3,0
372374443.0,7016.0,1.0,0.84,0.29,-0.07,-0.45
372377427.0,2984.0,0.0,-0.56,0.09,0.32,0
372384443.0,7016.0,1.0,0.84,0.29,-0.07,-0.45
372388427.0,3984.0,0.0,-0.59,0.05,0.42,0
372394443.0,6016.0,1.0,0.84,0.29,-0.07,-0.45
372397427.0,2984.0,0.0,-0.69,0.02,0.45,0
372404443.0,7016.0,1.0,0.84,0.29,-0.07,-0.45
372407427.0,2984.0,0.0,-0.82,-0.01,0.52,0
372414443.0,7016.0,1.0,0.84,0.29,-0.07,-0.45
372417427.0,2984.0,0.0,-0.79,-0.07,0.5,0
372424443.0,7016.0,1.0,0.84,0.29,-0.07,-0.45
372428427.0,3984.0,0.0,-0.66,-0.07,0.53,0
372434443.0,6016.0,1.0,0.84,0.29,-0.07,-0.45
372437427.0,2984.0,0.0,-0.57,-0.03,0.48,0
372444443.0,7016.0,1.0,0.84,0.29,-0.07,-0.45
372447427.0,2984.0,0.0,-0.4,-0.1,0.38,0
372454443.0,7016.0,1.0,0.85,0.29,-0.07,-0.45
372457427.0,2984.0,0.0,-0.38,-0.09,0.37,0
372464443.0,7016.0,1.0,0.85,0.29,-0.07,-0.45
372468427.0,3984.0,0.0,-0.32,-0.16,0.25,0
372474443.0,6016.0,1.0,0.85,0.28,-0.07,-0.44
372477427.0,2984.0,0.0,-0.27,-0.12,0.24,0
372484443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372487427.0,2984.0,0.0,-0.26,-0.04,0.11,0
372497443.0,10016.0,1.0,0.85,0.28,-0.07,-0.44
372500427.0,2984.0,0.0,-0.21,0.07,0.06,0
372504443.0,4016.0,1.0,0.85,0.28,-0.07,-0.44
372507427.0,2984.0,0.0,-0.08,0.14,0.02,0
372514443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372517427.0,2984.0,0.0,-0.03,0.14,-0.06,0
372524443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372527427.0,2984.0,0.0,0.29,0.25,-0.18,0
372534443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372537427.0,2984.0,0.0,0.41,0.29,-0.34,0
372544443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372547427.0,2984.0,0.0,0.49,0.52,-0.46,0
372554443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372557427.0,2984.0,0.0,0.5,0.35,-0.65,0
372564443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372567427.0,2984.0,0.0,0.39,0.54,-0.74,0
372574443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372577427.0,2984.0,0.0,0.29,0.64,-0.77,0
372584443.0,7016.0,1.0,0.85,0.28,-0.07,-0.44
372587427.0,2984.0,0.0,0.25,0.67,-0.82,0
372594443.0,7016.0,1.0,0.85,0.28,-0.06,-0.44
372597427.0,2984.0,0.0,0.18,0.75,-0.87,0
372604443.0,7016.0,1.0,0.85,0.28,-0.06,-0.44
372607427.0,2984.0,0.0,0.13,0.67,-0.95,0
372614443.0,7016.0,1.0,0.85,0.28,-0.06,-0.44
372617427.0,2984.0,0.0,0.13,0.52,-0.91,0
372624443.0,7016.0,1.0,0.85,0.28,-0.06,-0.44
372627427.0,2984.0,0.0,0.09,0.48,-0.88,0
372634443.0,7016.0,1.0,0.85,0.28,-0.06,-0.44
372637427.0,2984.0,0.0,-0.01,0.59,-0.88,0
372644443.0,7016.0,1.0,0.85,0.28,-0.06,-0.44
372647427.0,2984.0,0.0,-0.12,0.65,-0.88,0
372654443.0,7016.0,1.0,0.85,0.28,-0.06,-0.45
372657427.0,2984.0,0.0,-0.27,0.69,-0.88,0
372664443.0,7016.0,1.0,0.85,0.28,-0.06,-0.45
372667427.0,2984.0,0.0,-0.31,0.76,-0.88,0
372674443.0,7016.0,1.0,0.85,0.28,-0.06,-0.45
372677427.0,2984.0,0.0,-0.46,0.56,-0.8,0
372684443.0,7016.0,1.0,0.85,0.28,-0.06,-0.45
372687427.0,2984.0,0.0,-0.54,0.41,-0.73,0
372694443.0,7016.0,1.0,0.85,0.28,-0.06,-0.45
372697427.0,2984.0,0.0,-0.64,0.36,-0.58,0
372704443.0,7016.0,1.0,0.85,0.28,-0.06,-0.45
372707427.0,2984.0,0.0,-0.79,0.29,-0.54,0
372714443.0,7016.0,1.0,0.85,0.28,-0.07,-0.45
372717427.0,2984.0,0.0,-0.94,0.48,-0.47,0
372724443.0,7016.0,1.0,0.84,0.28,-0.07,-0.45
372727427.0,2984.0,0.0,-0.9,0.71,-0.43,0
372734443.0,7016.0,1.0,0.84,0.28,-0.07,-0.45
372737427.0,2984.0,0.0,-0.86,0.46,-0.27,0
372744443.0,7016.0,1.0,0.84,0.28,-0.07,-0.45
372747427.0,2984.0,0.0,-0.9,0.31,-0.16,0
372754443.0,7016.0,1.0,0.84,0.28,-0.07,-0.45
372757427.0,2984.0,0.0,-0.74,0.19,0.19,0
372764443.0,7016.0,1.0,0.84,0.28,-0.07,-0.46
372768427.0,3984.0,0.0,-0.66,0.13,0.19,0
372774443.0,6016.0,1.0,0.84,0.28,-0.07,-0.46
372777427.0,2984.0,0.0,-0.62,0.09,0.34,0
372784443.0,7016.0,1.0,0.84,0.28,-0.07,-0.46
372787427.0,2984.0,0.0,-0.66,0.09,0.42,0
372794443.0,7016.0,1.0,0.84,0.28,-0.07,-0.46
372797427.0,2984.0,0.0,-0.7,0.1,0.34,0
372804443.0,7016.0,1.0,0.84,0.28,-0.07,-0.46
372808427.0,3984.0,0.0,-0.62,0.0,0.37,0
372814443.0,6016.0,1.0,0.84,0.28,-0.07,-0.46
372817427.0,2984.0,0.0,-0.62,-0.06,0.41,0
372824443.0,7016.0,1.0,0.84,0.28,-0.07,-0.46
372827427.0,2984.0,0.0,-0.46,-0.23,0.53,0
372834443.0,7016.0,1.0,0.84,0.27,-0.07,-0.46
372837427.0,2984.0,0.0,-0.47,-0.36,0.48,0
372844443.0,7016.0,1.0,0.84,0.27,-0.08,-0.46
372848427.0,3984.0,0.0,-0.36,-0.42,0.52,0
372854443.0,6016.0,1.0,0.84,0.27,-0.08,-0.46
372857427.0,2984.0,0.0,-0.31,-0.32,0.44,0
372864443.0,7016.0,1.0,0.84,0.27,-0.08,-0.46
372867427.0,2984.0,0.0,-0.27,-0.31,0.44,0
372874443.0,7016.0,1.0,0.84,0.27,-0.08,-0.46
372877427.0,2984.0,0.0,-0.28,-0.25,0.44,0
372884443.0,7016.0,1.0,0.84,0.27,-0.08,-0.46
372888427.0,3984.0,0.0,-0.31,-0.24,0.39,0
372894443.0,6016.0,1.0,0.84,0.27,-0.08,-0.46
372897427.0,2984.0,0.0,-0.39,-0.22,0.32,0
372905443.0,8016.0,1.0,0.84,0.27,-0.08,-0.46
372908427.0,2984.0,0.0,-0.36,-0.36,0.28,0
372914443.0,6016.0,1.0,0.84,0.27,-0.08,-0.46
372917427.0,2984.0,0.0,-0.29,-0.41,0.25,0
372924443.0,7016.0,1.0,0.84,0.27,-0.08,-0.46
372927427.0,2984.0,0.0,-0.15,-0.45,0.29,0
372934443.0,7016.0,1.0,0.84,0.27,-0.09,-0.46
372937427.0,2984.0,0.0,-0.0,-0.47,0.3,0
372944443.0,7016.0,1.0,0.84,0.27,-0.09,-0.46
372947427.0,2984.0,0.0,0.21,-0.41,0.18,0
372954443.0,7016.0,1.0,0.84,0.27,-0.09,-0.46
372957427.0,2984.0,0.0,0.16,-0.27,0.15,0
372965443.0,8016.0,1.0,0.84,0.27,-0.09,-0.46
372968427.0,2984.0,0.0,0.17,-0.21,0.11,0
372974443.0,6016.0,1.0,0.84,0.27,-0.09,-0.46
372977427.0,2984.0,0.0,0.01,-0.04,-0.0,0
372984443.0,7016.0,1.0,0.84,0.27,-0.09,-0.46
372987427.0,2984.0,0.0,0.04,-0.03,-0.03,0
372994443.0,7016.0,1.0,0.84,0.27,-0.09,-0.46
372997427.0,2984.0,0.0,0.06,-0.02,-0.03,0
373005443.0,8016.0,1.0,0.84,0.27,-0.09,-0.46
373008427.0,2984.0,0.0,0.09,0.03,-0.06,0
373014443.0,6016.0,1.0,0.84,0.27,-0.09,-0.46
373017427.0,2984.0,0.0,0.28,0.2,-0.09,0
373024443.0,7016.0,1.0,0.84,0.27,-0.09,-0.46
373027427.0,2984.0,0.0,0.3,0.28,-0.05,0
373034443.0,7016.0,1.0,0.84,0.27,-0.09,-0.46
373037427.0,2984.0,0.0,0.3,0.36,-0.09,0
373045443.0,8016.0,1.0,0.84,0.27,-0.1,-0.46
373048427.0,2984.0,0.0,0.18,0.42,-0.05,0
373054443.0,6016.0,1.0,0.84,0.27,-0.1,-0.46
373057427.0,2984.0,0.0,-0.01,0.34,0.03,0
373064443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373067427.0,2984.0,0.0,-0.02,0.31,0.07,0
373074443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373077427.0,2984.0,0.0,0.06,0.28,0.07,0
373085443.0,8016.0,1.0,0.84,0.27,-0.1,-0.46
373088427.0,2984.0,0.0,0.13,0.16,0.11,0
373095443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373098427.0,2984.0,0.0,0.09,0.09,0.16,0
373104443.0,6016.0,1.0,0.84,0.27,-0.1,-0.46
373107427.0,2984.0,0.0,-0.03,0.02,0.12,0
373114443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373117427.0,2984.0,0.0,-0.14,0.06,0.24,0
373125443.0,8016.0,1.0,0.84,0.27,-0.1,-0.46
373128427.0,2984.0,0.0,-0.18,0.02,0.24,0
373134443.0,6016.0,1.0,0.84,0.27,-0.1,-0.46
373137427.0,2984.0,0.0,-0.27,0.06,0.16,0
373144443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373147427.0,2984.0,0.0,-0.27,0.1,0.25,0
373155443.0,8016.0,1.0,0.84,0.27,-0.1,-0.46
373158427.0,2984.0,0.0,-0.39,-0.04,0.21,0
373164443.0,6016.0,1.0,0.84,0.27,-0.1,-0.46
373167427.0,2984.0,0.0,-0.35,-0.27,0.33,0
373174443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373177427.0,2984.0,0.0,-0.32,-0.26,0.33,0
373184443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373188427.0,3984.0,0.0,-0.32,-0.25,0.37,0
373195443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373198427.0,2984.0,0.0,-0.37,-0.2,0.34,0
373204443.0,6016.0,1.0,0.84,0.27,-0.1,-0.46
373207427.0,2984.0,0.0,-0.41,-0.2,0.26,0
373214443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373217427.0,2984.0,0.0,-0.45,-0.24,0.26,0
373224443.0,7016.0,1.0,0.84,0.27,-0.1,-0.46
373228427.0,3984.0,0.0,-0.49,-0.2,0.22,0
373234443.0,6016.0,1.0,0.84,0.27,-0.1,-0.46
373237427.0,2984.0,0.0,-0.53,-0.08,0.15,0
373244443.0,7016.0,1.0,0.84,0.28,-0.1,-0.46
373247427.0,2984.0,0.0,-0.73,0.07,0.07,0
373254443.0,7016.0,1.0,0.84,0.28,-0.1,-0.46
373257427.0,2984.0,0.0,-0.77,0.0,0.04,0
373264443.0,7016.0,1.0,0.84,0.28,-0.1,-0.46
373268427.0,3984.0,0.0,-0.7,-0.04,0.12,0
373275443.0,7016.0,1.0,0.84,0.28,-0.1,-0.46
373278427.0,2984.0,0.0,-0.63,-0.02,0.05,0
373285443.0,7016.0,1.0,0.84,0.28,-0.11,-0.46
373288427.0,2984.0,0.0,-0.48,-0.01,-0.06,0
373294443.0,6016.0,1.0,0.84,0.28,-0.11,-0.46
373297427.0,2984.0,0.0,-0.48,-0.04,-0.05,0
373305443.0,8016.0,1.0,0.84,0.28,-0.11,-0.46
373308427.0,2984.0,0.0,-0.57,0.0,-0.13,0
373315443.0,7016.0,1.0,0.84,0.28,-0.11,-0.46
373318427.0,2984.0,0.0,-0.73,0.09,-0.21,0
373324443.0,6016.0,1.0,0.84,0.28,-0.11,-0.46
373327427.0,2984.0,0.0,-1.0,0.37,-0.31,0
373334443.0,7016.0,1.0,0.84,0.28,-0.11,-0.46
